,name,text_cleaned,year,type
131,Mizuho,"5% as of FY2020 compared to FY2009 グループ 8 社*4の国内外の温室効果ガス排出量（Scope1,2）を 2030 年度までに 2019 年度比 35%削減、2050 年度に向けてカーボンニュートラルを目指す Reduce the FY2019 amount of worldwide Scope 1 and Scope 2 greenhouse gas emissions from the eight group companies4 by 35% by FY2030, and aim to become carbon neutral by FY2050 紙のグリーン購入比率 85％以上を維持*3 Green purchasing ratio target for paper of at least 85%3 紙のリサイクル率を 2020 年度 95%以上（国内主要事業所*5） Paper recycling ratio target of at least 95% in FY2020 at major offices in Japan5 株式会社みずほフィナンシャルグループ Mizuho Financial Group, Inc.",2021.0,ab
132,Mizuho,"最終更新日：2021 年 8 月 31 日 Last updated: August 31, 2021 ◆PCAF (Partnership for Carbon Accounting Financials)*を用いた算定結果 (Results based on PCAF) 単位 Unit 2020 年度 FY2020 発電セクターポートフォリオの CO2排出寄与量 Contribution to CO2 emissions of Power Sector Portfolio 発電セクターポートフォリオの CO2排出削減寄与量 Contribution to CO2 Avoided Emissions of Power Sector Portfolio *PCAF: 金融向け炭素会計パートナーシップ。 金融機関が融資 ・投資を通じて資金提供した先の温室効果ガスの排出を整合的に算定する ための枠組。 a framework for financial institutions to calculate consistently GHG emissions derived by businesses that they invest and/or finance （https://carbonaccountingfinancials.",2021.0,ab
133,Mizuho,com/standard） プロジェクトファイナンス ポートフォリオ総排出量＝Σ（年間発電量 × セクター別排出係数 × みずほ帰属係数） Power Sector Portfolio Total CO2 emission ＝Σ（Annual Power Generation × Sectorial Emission Factor × Mizuho Attribution Factor） みずほ帰属係数 ＝ 各案件におけるみずほ銀行の Debt 残高 各案件の総事業費（Equity ＋ Debt） Mizuho Attribution Factor ＝ Mizuho’s Outstanding Debt of each project Total Project Cost（Equity ＋ Debt） of each project ・CO2 排出削減量 (CO2 emission reductions)： PCAF ガイダンスの Avoided Emissions（排出削減貢献）のコンセプトを活用。プロジェクトが所在する地域において、最も大き な発電量に貢献している化石燃料の CO2 排出係数を利用し、みずほが融資する再生可能エネルギーによる発電プロジェクトの CO2 排出削減量を算定。みずほによる排出削減寄与量については、上記のみずほ帰属係数を PCAF ガイダンスに沿って活用。 Based on the concept of Avoided Emissions under PCAF Guidance.,2021.0,ab
134,Mizuho,"Figures were calculated using the emissions factors specified in the ""Ministerial Order Concerning Greenhouse Gas Emissions Accompanying the Business Activities of Specified Emitters"" (Final revision as of May 27, 2016; Ministry of Economy, Trade and Industry/Ministry of the Environment Ordinance No.",2021.0,ab
135,Mizuho,Calculated based on the Guidelines for Calculating Greenhouse Gas Emissions Other than Energy-Related CO2 under the Tokyo Cap-and- Trade Program (published by the Tokyo Metropolitan Government's Bureau of Environment in March 2012).,2021.0,ab
136,RHB,"3% Distribution of Value Added – 2019 VALUE ADDED (RM’MILLION) DISTRIBUTION OF VALUE ADDED Net Interest Income 3,610 Personnel Costs To employees 36% Taxation (excluding deferred taxes) Dividend Depreciation, Amortisation & Write-off To the Government 15% To providers of capital To reinvest in the Group 18% 6% 25% Retained Profit To reinvest in the Group Income from Islamic Business 1,614 Non-interest Income Overheads excluding personnel costs, depreciation, amortisation & write-off Allowance for credit losses & impairment Value added available for distribution 1,877 (1,091) (279) 5,731 ESG ACCOLADES AND RATINGS 10 Non-financial Highlights PILLAR ONE: Sustainable & Responsible Banking ESG Risk Management ESG Sensitive Sectors with ESG vulnerabilities have been identified Developed ESG Risk Assessment Tool for identified ESG Sensitive Sectors ESG risk-related activities identified under Prohibited Credits Developed 3 Industry- Specific ESG Risk Assessments Green Financing Committed to extend RM5 billion by 2025, to support green activities and transition to a low-carbon and climate-resilient economy through either lending, advisory and/or investment activities Extended RM2.",2019.0,ab
137,RHB,"65 million RHB customers are using RHB Mobile Banking app 1st bank in Malaysia to launch a Homeowners Post- Purchase microsite for move-in solutions 1st Note: * GHG emissions was for RHB Centre and RHB Complex in the Klang Valley, Malaysia.",2019.0,ab
138,RHB,"2% of Management Learning and development Invested approximately RM43 million in learning and development programmes for employees Average training hours per employee 72 hours Improved Employee Engagement Score to 90%, higher than the Malaysian financial industry average (89%) GHG emission* Total GHG emissions was 13,688 tCO2e GHG emission intensity per employee has been reduced by 43% since 2016 More than 90% of suppliers based in Malaysia are local PILLAR THREE: Enriching & Empowering Communities Total community investment (2017 to 2019) – RM9.",2019.0,ab
139,RHB,"As a regional financial services provider, our role within the community goes beyond simply advocating green financing and investment.",2019.0,ab
140,RHB,"As a regional financial services provider, our role within the community goes beyond simply advocating green financing and investment.",2019.0,ab
141,RHB,"28 29 Sustainable & Responsible Banking - Sustainable Financing Industry-Specific ERAs have been developed for the following sectors – Palm Oil, Oil & Gas and Manufacturing of Iron, Steel & Other Metals: SECTOR PALM OIL OIL & GAS MANUFACTURING OF IRON, STEEL & OTHER METALS Proactively engage our borrowers and support their efforts towards sustainable practices such as: Proactively engage our borrowers and support their efforts towards sustainable practices such as: • Managing Greenhouse Gas (GHG) emissions • Reducing reliance on conventional fuels and increasing the share of renewable energy in the energy generation mix • Improving energy efficiency • Treating wastewater discharge • Responsible disposal methods of solid waste/sludge • Prevention of oil spills • Managing GHG emissions • Improving energy efficiency • Treating wastewater discharges • Responsible disposal methods of solid waste/sludge • Preventing fire and explosion hazards OUR APPROACH Support sustainable palm oil in line with national and international standards.",2019.0,ab
142,RHB,"Our Industry-specific ESG Risk Assessment Tool considers criteria such as environmental practices and climate change-mitigating measures • • We strive to expand our scope of measurement and reporting of greenhouse gas (""GHG"") emission as well as establish baseline data and targets where applicable We disclosed GHG emissions for the first time for RHB Centre and RHB Complex, Malaysia Please turn to page 16 for more information on Sustainability Governance.",2019.0,ab
143,RHB,"GHG Emission Disclosure RHB Bank, as the country's oldest and first local bank, has taken the initiative to set up a greenhouse gas (“GHG”) inventory and report on GHG emissions for FY2019.",2019.0,ab
144,RHB,"Boundary and Scope • GHG reporting for RHB Centre and RHB Complex in the Klang Valley, Malaysia only • • Scope 1 & Scope 2 (Direct and Indirect Emissions) Scope 3 (Other Indirect Emissions) 2019 Carbon Footprint Performance Highlights GHG Consolidation Approach Operational approach Methodology Reporting Period January – December 2019 GHG Emissions - 2019 13,688 tCO2e Greenhouse Gas Protocol (GHG Protocol): Corporate Accounting and Reporting Standard 76 77 Embedding Good Practices - Environmental Stewardship Operational Boundary Scope 1 Scope 2 Scope 3 GHG Reporting Methodology Owned / Controlled Vehicles & Generator Sets in RHB Centre and RHB Complex Purchased Electricity in RHB Centre and RHB Complex Business Travel (Road travel by employees located at RHB Centre and RHB Complex) Identify Sources Select Calculation Approach Collect Data and Choose Emissions Factors Apply Calculation Tools Roll-up Data to Corporate Level Direct Emissions from Stationary Combustion Direct Emissions from Mobile Combustion Indirect Emissions from Purchased Electricity Indirect Emissions from Business Travel Total GHG emissions in 2019 13,688 tCO2e Results 78 97% 2.",2019.0,ab
145,RHB,2% Scope 2: Purchased electricity Scope 3: Business travel by road Scope 1: Mobile combustion (company-owned vehicles) Scope 1: Stationary combustion (generator sets) Most of the GHG emissions are generated from Scope 2: purchased electricity Note: The electricity consumption data consists of RHB Complex (100%) and RHB Centre (landlord meter – approximately 60%).,2019.0,ab
146,RHB,"2016 209 19,125 357 19,692 2017 143 14,813 391 15,347 2018 131 12,560 361 13,051 2019 127 13,200 342 13,688 Based on the findings, about 13,688 tCO2e was released into the atmosphere in 2019 and more than 95% of the GHG emissions were generated from Scope 2, purchased electricity.",2019.0,ab
147,RHB,"There was a significant decrease in GHG emissions in 2019 compared to 2016, which was correlated to the energy-saving initiatives that we have implemented over the years.",2019.0,ab
148,RHB,"For example, we actively replaced conventional appliances with energy-efficient alternatives like LED lighting and chiller systems in recent years, which have significantly reduced our electricity consumption and GHG emissions.",2019.0,ab
149,RHB,"There was also a slight increase in GHG emissions for Scope 2 from 2018 to 2019 due to the increase in electricity consumption within the two buildings as a result of an increase in the number of employees from 6,100 to 6,500.",2019.0,ab
150,RHB,"o N B H R 6,600 6,400 6,200 6,000 5,800 5,600 5,400 5,200 5,000 2016 2017 2018 2019 2016 2017 2018 2019 Total GHG Emissions (tCo2e) GHG Emissions Intensity (tCo2e/employee) RHB No.",2019.0,ab
151,RHB,of Employees GHG Emissions Intensity (tCo2e/employee) THE EMISSIONS INTENSITY PER EMPLOYEE REDUCED BY 43% FROM 2016 TO 2019 GHG Emissions Scope 1 (tCO2e) Scope 2 (tCO2e) Scope 3 (tCO2e) Total 3.,2019.0,ab
152,RHB,0 ) e 2 o C t ( s n o i s s i m E G H G l a t o T Way Forward: • We will continue to enhance our approach to climate change in line with local and regional developments as well as the Group’s sustainability journey • We will continue to monitor and strive to expand our scope of measurement and reporting of GHG emissions 4.,2019.0,ab
153,RHB,"2 megalitres Material Matter: Climate Change Pages 19, 22 - 23 Pages 76-79 Pages 77 - 79 127 tCO2e (GHG reporting for RHB Centre and RHB Complex in Klang Valley, Malaysia only) Pages 77 - 79 13,200 tCO2e (GHG reporting for RHB Centre and RHB Complex in Klang Valley, Malaysia only) Pages 77 - 79 342 tCO2e (GHG reporting for RHB Centre and RHB Complex in Klang Valley, Malaysia only) 103-1 103-2 103-3 405-1 103-1 103-2 103-3 302-1 302-4 303-1 103-1 103-2 103-3 305-2 305-3 Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Diversity of governance bodies and employees Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Energy consumption within the organisation Reduction of energy consumption Water withdrawal Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Direct (Scope 1) GHG emissions Energy indirect (Scope 2) GHG emissions Other indirect (Scope 3) GHG emissions GRI 103: Management Approach 2016 GRI 405: Diversity & Equal Opportunity 2016 GRI 103: Management Approach 2016 GRI 302: Energy 2016 GRI 303: Water 2016 GRI 103: Management Approach 2016 GRI 305: Emissions 305-1 2016 107 GRI Topic GRI Standard Disclosure Omission GRI Content Index 103-1 103-2 103-3 204-1 103-1 103-2 103-3 203-2 413-1 103-1 103-2 103-3 103-1 103-2 103-3 203-2 Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Proportion of spending on local suppliers Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Significant indirect economic impacts Operations with local community engagement, impact assessments, and development programmes Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Direct economic value generated and distributed Explanation of the Material Matter and its boundary The management approach and its components Evaluation of the management aproach Significant indirect economic impacts GRI 103: Management Approach 2016 GRI 204: Procurement Practices 2016 GRI 103: Management Approach 2016 GRI 203: Indirect Economic Impacts 2016 GRI 413: Local Communities 2016 GRI 103: Management Approach 2016 GRI 103: Management Approach 2016 GRI 203: Indirect Economic Impacts 2016 108 TOPIC-SPECIFIC DISCLOSURES Page Number and/or Brief Description Material Matter: Sustainable Procurement Pages 19, 22 - 23 Pages 80 - 81 Page 81 90% of Group Procurement Malaysia's total spend was spent on local suppliers in Malaysia Material Matter: Nurturing Future Generations Pages 19, 22 - 23 Pages 82 - 92, 93 Refer to RHB Foundation's website for Board of Trustees: https://www.",2019.0,ab
154,CitiBank,"We are also committing to net zero greenhouse gas emissions by 2050, which will include emissions-reduction targets for We announced our commitment of US$1 trillion to sustainable finance by 2030, which aligns with the agenda of the UN Sustainable Development Goals.",2021.0,ab
155,CitiBank,"5B green bond Joined the Partnership for Carbon Accounting Financials (PCAF) Joined the European Clean Hydrogen Alliance Launched Citi Action for Racial Equity $1B Commitment Published second climate risk/TCFD report Achieved 100% renewable electricity for all global facilities 5 Commenced 2020 (3rd generation) environmental footprint goals Letter from Citi Asia Pacific CEO Citi’s Sustainability Journey Supporting a Sustainable Future Investor Perspectives The Issuers’ View: Citi Asia Pacific ESG Survey Findings Towards Net Zero Supporting a Sustainable Future In March 2021, Citi announced its commitment to net zero greenhouse gas emissions by 2050.",2021.0,ab
156,CitiBank,We will also begin measuring the climate impact of our portfolios and their potential alignment with 1.,2021.0,ab
157,CitiBank,The new goals build on the progress we made with our previous footprint goals and include a new GHG emissions reduction target.,2021.0,ab
158,CitiBank,"While the Intergovernmental Panel on Climate Change recommends that GHG emissions be reduced by 45% by 2030 with a baseline of 2010, we are accelerating that timeline with a 45% reduction target in GHG emissions by 2025, and net zero GHG emissions by 2030.",2021.0,ab
159,CitiBank,"GHG Emissions 45% reduction in location-based GHG emissions Energy 40% reduction in energy consumption and maintain 100% renewable electricity sourcing Water 30% reduction in total water consumption and 25% of water consumed to come from reclaimed/reused sources Sustainable Buildings 40% of ﬂoor area to be LEED, WELL or equivalent certiﬁed with a focus on Citi-owned buildings to operate at the highest level of sustainability Waste 50% reduction in total waste and 50% of waste diverted from landﬁll Renewable Energy Installation at Citi Tower in Hong Kong In March 2021, Citi Hong Kong announced the successful installation of a hybrid electrical and thermal renewable energy system on the rooftop of Citi Tower in Kowloon East.",2021.0,ab
160,CitiBank,"To be counted toward the goal, a transaction must meet at least one of the following criteria: Renewable Energy Generation and/or storage of energy from renewable energy sources Sustainable Agriculture & Land Use Sustainable ecosystem management leading to carbon removal from the atmosphere, reduced emissions, improvement of soil fertility and conservation of natural resources Energy Efficiency Residential and commercial energy efﬁciency improvements that reduce energy consumption Clean Technology Products, equipment, methods and projects that mitigate greenhouse gas (GHG) emissions Green Buildings Construction or renovation of certiﬁed buildings for reduction or efﬁciency in energy use, resource consumption or for lowering GHG emissions Sustainable Transportation Zero-and low-emissions vehicles, public transportation or related infrastructure construction and efﬁciency improvement Water Quality & Conservation Improvement of water quality, improved efﬁciency and increased availability and conservation of freshwater resources Circular Economy Substitution of virgin raw materials with recycled or recyclable materials, elimination and replacement of hazardous/toxic materials with sustainable or recyclable materials or recovery of materials from previously discarded products or projects In 2020 — the first year of our new goal — we financed and facilitated environmental solutions around the world: US$13.",2021.0,ab
161,CitiBank,"Regulation: A tidal wave of regulation related to greenhouse gas emissions, including climate laws, penalties and incentives, will impact valuations in all asset classes as nearly 200 governments have joined the Paris agreement and companies adapt their business models to become net zero by 2050.",2021.0,ab
162,CitiBank,"BlackRock is committed to supporting the goal of net zero greenhouse gas emissions by 2050 or sooner In 2021, BlackRock committed to creating solutions with explicit temperature-alignment goals to allow clients to pursue their net zero objectives, as well as products that will help navigate the transition to a net zero economy.",2021.0,ab
163,CitiBank,"These issues are internationally addressed in the framework of the United Nations Framework Convention on Climate Change (UNFCCC), under which countries are developing national emissions inventories and proposing or implementing policies to mitigate GHG emissions.",2021.0,ab
164,CitiBank,"And Singapore aims to halve its 2030 peak greenhouse gas emissions by 2050, and to achieve net zero emissions as soon as viable in the second half of the century.",2021.0,ab
165,CitiBank,"With the sudden halt in industrial production and transportation coming to a standstill, cities saw noticeable declines in air pollution and the atmosphere benefitted from a decline in greenhouse gas emissions.",2021.0,ab
166,BRI,"These two rules are used as guidelines for both BRI’s internal and external parties to jointly start the application of BRI’s sustainability values, which green emphasize Indonesia the banking activities to strengthen the bank’s risk management capabilities, particularly those concerning the environment and promoting green financing portfolio improvement.",2019.0,ab
167,BRI,"in line with through sustainability In implementation RAKB, BRI’s contribution as a financial responding service institution to climate change is to encourage financing in environmentally friendly business sectors/activities and the development of a product portfolio that will support the National Action Plan for Reducing Greenhouse Gas Emissions or RAN-GRK.",2019.0,ab
168,BRI,It is in line with the change in lifestyle of millions of people who previously used private vehicles to switch to gas-based public transportation and electricity (Commuterline and MRT) with minimal GHG emissions.,2019.0,ab
169,BRI,"Together the world will attempt to improve its ability to adapt to the impact of climate change, increase climate resilience, and carry out development that is low in GHG emissions without threatening food production, and create a consistent financial flow for achieving low-GHG development and climate resilience.",2019.0,ab
170,BRI,"32%), CLIMATE CHANGE SCENARIO ANALYSIS BRI is aware that GHG emissions have a direct impact on the increase in earth’s temperature which will affect human life.",2019.0,ab
171,BRI,The financing facility is BRI’s effort to support the creation of a green environment through GHG emissions reduction.,2019.0,ab
172,BRI,"AMOUNT AND INTENSITY OF EMISSIONS Indirect GHG emissions come from the use of electricity, while the source of direct GHG emissions comes is the use of operational vehicles and business travel of BRI employees.",2019.0,ab
173,BRI,[305-1][305-2][305-3][305-4] EFFORTS TO REDUCE GHG EMISSIONS BRI’s commitment to reduce GHG emissions is carried out through policy of prioritizing travel by plane and optimizing teleconferencing for coordination between work units.,2019.0,ab
174,BRI,"One of the uses of the BRIZZI card is as a means of payment for purchasing tickets for TransJakarta bus, Commuterline, and mass rapid transportation (MRT), which are modes of environmentally friendly public transportation with low GHG emissions.",2019.0,ab
175,BRI,"Global plastic demand, which increases 4% every year, will generate GHG emissions from plastic production process, up to 15% in 2050 if not controlled.",2019.0,ab
176,CHBank,Chong Hing Bank is committed to reducing greenhouse gas emissions in response to the increasingly severe climate change and fulfilling its corporate responsibility to protect the environment.,2020.0,ab
177,CHBank,"Our greenhouse gas emissions mainly come from electricity consumption, while the main solid waste generated is paper.",2020.0,ab
178,CHBank,37 Total GHG emissions (Scope 1 and 2) (tonnes CO2-e) GHG emissions intensity per Gross Floor Area (GFA) (tonnes CO2-e/m2) 0.,2020.0,ab
179,CHBank,11 ESG PERFORMANCE SUMMARY ENVIRONMENT Indicator TOTAL GREENHOUSE GAS GHG EMISSIONS Direct GHG emissions (Scope 1) Company Fleet (tonnes CO2-e) Indirect GHG emissions (Scope 2) Electricity (tonnes CO2-e) 2 3 4 ENERGY Indicator PAPER Indicator WATER Indicator Electricity consumption (MWh)3 Gasoline consumption (Litres) Total energy consumption (MWh) Overall energy intensity per GFA (kWh/m2) Total paper consumption (kg)4 Total waste paper recycled (kg) Total water consumption (Cubic Metres) 4 Water Intensity per GFA (Cubic Metres/m2) 2020 23.,2020.0,ab
180,CHBank,"Aspects Key Performance Indicators Page Remarks A1 General Disclosure Policies relating to air and greenhouse gas emissions, discharges into water and land, and generation of hazardous and non-hazardous waste.",2020.0,ab
181,CHBank,"We have implemented relevant measures, but the results of individual measures are not available as most of them are staff awareness improvement measures instead of hardware improvement projects; We have disclosed annual changes in greenhouse gas emissions in the “Environmental, Social and Governance Performance Summary”.",2020.0,ab
182,Krungthai,19 Bangkok Central Northeastern Southern Northern GHG Emissions : Total scope2 Co2emissions (Tonco2eq) * Emission Factor (GtoG) 1 K=KWh = 0.,2018.0,ab
183,CITIC,,2019.0,ab
184,BCA,"6 167 15,570 Description Unit 2020 2019 2018 Internal Performance Electricity consumptiona) Electricity consumption intensity GHG emissions generated Paper consumption at the head ofﬁceb) Paper waste reduction Mileage of ofﬁce car use Water consumption Branch ofﬁces that support green ofﬁce concept Environmental Responsibility Activities Realization of social responsibility funds Reintroduction of orangutan in Kalimantan Orangutan rehabilitation Biodiversity conservation kWh kWh/m2 tCO2eq Ton Ton Km m3 Branches Rp million Orangutan Orangutan Turtle nests Mangrove 80,048,325 185 71,046 63 18 1,484,923 67,365 66 575 0 31 100 14,700 80,073,145a) 186 71,340 81 12 n/a 55,322 61 77,582,416a) 182 68,230 93 1c) n/a 45,168 34 685 6 0 100 20,200 1,118 6 0 100 12,000 - Peat area restoration a) Restatement of data for 2018 and 2019, as the data calculations coverage has increased from 3 Main Ofﬁces to 6 Main Ofﬁces, Head Ofﬁce Data Center, 2,100 Trees - and 115 KCU Buildings.",2020.0,ab
185,BCA,"Therefore, the Bank as a business entity that provides ﬁnancing is required to support wise energy use and reduction of greenhouse gas emissions.",2020.0,ab
186,BCA,"In addition, BCA also supports Indonesia’s ratiﬁcation of the Paris Agreement, and its pledge to reduce GHG emissions by 29% by 2030.",2020.0,ab
187,BCA,We have started by calculating GHG emissions resulting from the electrical energy used in our buildings.,2020.0,ab
188,BCA,"Concrete actions taken include making efficient use of electricity, clean water, and paper, all of which indirectly supports the reduction of greenhouse gas emissions.",2020.0,ab
189,BCA,Scope 2: Indirect GHG emissions originating from: 1) Business travel; 2) Car pooling; 3) Emissions generated by third parties i.,2020.0,ab
190,BDO,"Materiality 102-46, 102-47 Material Topic Economic Performance How BDO delivers sustainable returns to its shareholders and attains consistent market growth Banking Network and Access How BDO’s wide reach and online services provide convenient and reliable access to its customers Innovative Customer-Focused Products and Services How BDO innovates to meet the needs of its customers and unbanked members of society Development of Commercial Banking Products and Services How BDO provides a full range of banking products and services to help grow and expand businesses Development of Investment Banking Products and Services How BDO provides access to capital and anticipates clients’ funding requirements thereby helping address the private sector’s need for capitalization Development of Wealth Management and Advisory Products How BDO meets its fiduciary obligations and helps promote financial wellness and literacy to its customers Development of Insurance Services How BDO helps its clients achieve financial security and peace of mind by offering accessible insurance solutions to protect their assets and productive capacity Green Financing How BDO provides financing in eco-friendly solutions and green facilities to promote clean energy Financing for Developmental Projects How BDO facilitates funding to large-scale development projects that support national economic growth MSME Financing How BDO creates financial products to help micro, small, and medium enterprises grow Employee Integrity and Development How BDO develops a “can lead” mind-set able to innovate and maintain a customer-focused attitude Employee Development and Training How BDO retains and develops employees, recognizes achievements, and provides long-term professional growth Community Involvement How BDO uplifts the lives of its communities through social development and disaster resilience programs Regulatory and Legal Compliance How BDO complies with legal requirements and other relevant regulatory bodies Corporate Governance and Business Ethics How BDO operates on principles of accountability, transparency, integrity, and fairness Customer Rights, Privacy, and Welfare How BDO protects the information of its customers, complies with the Data Privacy Act, and protects the welfare of its customers 19 k r o w e m a r F y t i l i i b a n a t s u S O D B Topic Boundary Within BDO and with key stakeholders Within BDO and with customers Within BDO and with partners and customers Within BDO and with partners, customers, and regulators Within BDO Within BDO and with host communities Within BDO and with regulators Within BDO Within BDO and with regulators and customers Materiality Matrix 20 B D O S u s t a n a b i i l i t y F r a m e w o r k HIGH r e d l o h e k a t S n o e c n e u ﬂ n I s t n e m s s e s s A d n a s n o i s i c e D We monitor our progress on the material issues which are most relevant to our stakeholders, measuring our impact to the economy, the environment and society.",2019.0,ab
191,BDO,"Key Themes Customer Rights, Privacy, and Welfare Regulatory and Legal Compliance Corporate Governance and Business Ethics Innovative Customer-Focused Products and Services Banking Network and Access Employee Development and Training Employee Integrity Development Green Financing Economic Performance Community Involvement Micro, Small and Medium Enterprises (MSME) Financing Development of Commercial Banking Products and Services Financing for Developmental Projects Development of Investment Banking Products and Services Development of Wealth Management and Advisory Products Development of Insurance Services Impact on the economy, society, and the environment HIGH essential to BDO’s goal to deliver results, enhanced economic returns, and shared value ▪ Proponent of BDO’s vision, mission, and objectives Stakeholder Engagement 102-40, 102-42, 102-43, 102-44 Stakeholder Group Relevance Shareholder or Investor Channels of Engagement Relevant Topics▪ Annual Stockholders’ ▪ Providers of resources Meeting ▪ Economic Performance Our Commitment▪ Provide transparent and timely disclosures ▪ Investor meetings Employee ▪ Face-to-face meetings▪ Annual performance ▪ Employee Integrity and Development Customer or Client ▪ Patrons of BDO’s products and services ▪ Customer touchpoints▪ Regular visits and appraisals briefings ▪ Roll out leadership development programs, awards, and recognition for employees ▪ Constantly monitor and upgrade systems and provide timely feedback to customer concerns ▪ Banking Network and Access ▪ Customer Rights, Privacy, and Welfare Creditor ▪ Source of assets that support BDO’s business Service Provider or Supplier ▪ Suppliers and service providers vital to BDO ▪ Driver of regulations and policies that aid BDO in achieving its goals ▪ Regular correspondence ▪ Corporate Governance ▪ Meet contractual and updates and Business Ethics obligations ▪ Vendor accreditation process ▪ Regular correspondence▪ Formal and informal correspondence ▪ Regular audit ▪ Financing for Developmental Projects▪ Corporate Governance and Business Ethics ▪ Uphold policy on supplier accreditation ▪ Regulatory and Legal ▪ Comply with applicable Compliance ▪ Corporate Governance and Business Ethics Regulator or Policy Maker Community Beneficiary ▪ Partners in community development and local economic growth ▪ Community engagement dialogues ▪ Community Involvement ▪ Meetings for program ▪ Banking Network implementation and Access Analyst or Research Organization and Media ▪ Partners in accurate reporting, upholding transparency and integrity ▪ Analysts’ briefings▪ Media events ▪ Economic Performance▪ Innovative Customer- Focused Products and Services laws and regulations, provide regulators with timely disclosures, and ensure quality of financial reports ▪ Engage host communities in the design and implementation of social development programs ▪ Provide transparent and timely disclosures and updates Economic Impact Through the years, BDO has strengthened its position as the country’s leading full-service bank with capabilities to serve every Filipino’s banking needs.",2019.0,ab
192,BDO,"It is expected to ease traffic for both Cavite and Laguna, reducing both travel time and GHG emissions, while stimulating business through faster and more fluid access.",2019.0,ab
193,BDO,"This has provided electricity for 1,944,479 families while reducing GHG emissions by 3,922,454 tonnes, equivalent to removing 832,801 passenger vehicles off the road for a year or growing 64,858,598 tree seedlings over a 10-year period.",2019.0,ab
194,BDO,"9 billion GHG avoidance per year based on Net (in tonnes CO2e) 172,549 GHG avoidance per year based on Gross (in tonnes CO2e) 209,791 Equivalent passenger vehicles off the road per year 44,542 Equivalent tree seedlings grown for 10 years 3,468,936 No.",2019.0,ab
195,BDO,"7 million GHG avoidance per year based on Net (in tonnes CO2e) 75,828 GHG avoidance per year based on Gross (in tonnes CO2e) 79,818 Equivalent passenger vehicles off the road per year 16,947 Equivalent tree seedlings grown for 10 years 1,319,816 No.",2019.0,ab
196,BDO,"8 billion GHG avoidance per year based on Net (in tonnes CO2e) 476,616 GHG avoidance per year based on Gross (in tonnes CO2e) 529,574 Equivalent passenger vehicles off the road per year 112,437 Equivalent tree seedlings grown for 10 years 8,756,609 No.",2019.0,ab
197,BDO,"8 billion GHG avoidance per year based on Net (in tonnes CO2e) 396,202 GHG avoidance per year based on Gross (in tonnes CO2e) 470,554 Equivalent passenger vehicles off the road per year 99,906 Equivalent tree seedlings grown for 10 years 7,780,703 No.",2019.0,ab
198,BDO,"7 billion GHG avoidance per year based on Net (in tonnes CO2e) 2,369,446 GHG avoidance per year based on Gross (in tonnes CO2e) 2,632,717 Equivalent passenger vehicles off the road per year 558,969 Equivalent tree seedlings grown for 10 years 43,532,534 No.",2019.0,ab
